Date,Open,High,Low,Close,TrndrUp BBG,TrndrDown BBG,TrndrUp Rep,TrndrDown Rep,Trend
2023-12-28,2078.78,2088.52,2064.71,2065.61,2044.29,,2021.4663967328206,,1
2023-12-29,2067.13,2074.82,2058.3,2062.98,2044.66,,2024.4985408405764,,1
2024-01-02,2063.95,2078.92,2056.09,2058.96,2045.81,,2027.1237869464112,,1
2024-01-03,2059.19,2066.02,2030.7,2041.49,,2081.62,2027.1237869464112,,1
2024-01-04,2042.08,2050.99,2036.31,2043.65,,2074.85,2027.326292010713,,1
2024-01-05,2043.65,2064.02,2024.58,2045.45,,2069.56,2027.326292010713,,1
2024-01-08,2044.62,2046.65,2016.96,2028.07,,2062.91,2027.326292010713,,1
2024-01-09,2028.36,2042.0,2026.15,2030.2,,2058.91,2027.326292010713,,1
2024-01-10,2030.5,2040.24,2020.51,2024.41,,2055.02,,2058.179767307351,-1
2024-01-11,2025.18,2042.76,2013.4,2028.91,,2052.52,,2055.7821309847336,-1
2024-01-12,2028.8,2062.27,2028.64,2049.06,,2052.52,,2055.7821309847336,-1
2024-01-15,2046.85,2058.64,2045.9,2056.55,2023.54,,2027.7244166835392,,1
2024-01-16,2054.6,2055.6,2024.3,2028.44,2023.54,,2027.7244166835392,,1
2024-01-17,2027.43,2033.01,2001.88,2006.25,,2053.29,,2055.117248026047,-1
2024-01-18,2006.21,2023.34,2005.53,2023.34,,2045.84,,2051.273243907998,-1
2024-01-19,2023.34,2039.4,2020.44,2029.49,,2045.84,,2049.8346769087784,-1
2024-01-22,2028.06,2032.2,2016.64,2021.7,,2045.84,,2047.88704415766,-1
2024-01-23,2021.59,2037.89,2019.68,2029.28,,2045.84,,2047.5220481010092,-1
2024-01-24,2030.08,2036.74,2011.29,2013.89,,2045.35,,2046.716838447005,-1
2024-01-25,2013.91,2025.28,2010.43,2020.84,,2041.62,,2044.8816312676224,-1
2024-01-26,2020.19,2026.62,2015.99,2018.52,,2039.77,,2043.8122097515254,-1
2024-01-29,2023.82,2037.56,2019.33,2033.23,,2039.77,,2043.8122097515254,-1
2024-01-30,2033.22,2048.63,2029.16,2037.01,,2039.77,,2043.8122097515254,-1
2024-01-31,2037.01,2056.01,2030.96,2039.52,,2039.77,,2043.8122097515254,-1
2024-02-01,2039.72,2065.48,2030.09,2054.99,2021.47,,2016.6241102792771,,1
2024-02-02,2054.83,2057.69,2027.91,2039.76,2022.27,,2017.4061824741332,,1
2024-02-05,2039.27,2042.33,2014.95,2025.11,2022.27,,2017.4061824741332,,1
2024-02-06,2025.09,2038.94,2022.97,2036.14,2022.27,,2017.4797065304708,,1
2024-02-07,2036.13,2044.6,2030.68,2035.36,2022.27,,2019.1177378167552,,1
2024-02-08,2035.14,2038.76,2020.27,2034.52,2022.27,,2019.1177378167552,,1
2024-02-09,2034.55,2037.27,2020.33,2024.26,2022.27,,2019.1177378167552,,1
2024-02-12,2026.52,2027.56,2011.93,2020.05,,2043.35,2019.1177378167552,,1
2024-02-13,2019.65,2031.33,1990.21,1993.15,,2040.08,,2044.188035081018,-1
2024-02-14,1993.34,1996.19,1984.34,1992.33,,2027.63,,2038.352202967509,-1
2024-02-15,1992.21,2008.34,1990.3,2004.4,,2023.69,,2034.785327012298,-1
2024-02-16,2004.72,2015.22,1995.19,2013.59,,2023.35,,2032.5578190127176,-1
2024-02-19,2014.41,2023.0,2012.85,2017.21,,2023.35,,2032.005521661174,-1
2024-02-20,2017.9,2030.89,2015.08,2024.41,1997.16,,,2032.005521661174,-1
2024-02-21,2024.38,2032.28,2020.17,2025.99,2001.79,,,2032.005521661174,-1
2024-02-22,2025.92,2034.87,2019.71,2024.39,2005.97,,,2032.005521661174,-1
2024-02-23,2024.47,2041.37,2016.12,2035.4,2008.24,,2007.471251689217,,1
2024-02-26,2033.29,2037.08,2025.14,2031.24,2011.31,,2009.2670109450019,,1
2024-02-27,2031.51,2039.52,2028.86,2030.48,2014.25,,2010.8465241307613,,1
2024-02-28,2030.57,2037.92,2024.59,2034.55,2014.89,,2011.560865292694,,1
2024-02-29,2034.89,2050.75,2028.17,2044.3,2017.91,,2012.91529616612,,1
2024-03-01,2043.6,2088.37,2039.13,2082.92,2024.29,,2015.3704631795358,,1
2024-03-04,2082.42,2119.95,2079.54,2114.48,2043.46,,2022.608906861869,,1
2024-03-05,2114.04,2141.79,2110.54,2128.04,2067.31,,2032.16486850235,,1
2024-03-06,2127.6,2152.25,2123.76,2148.18,2085.98,,2042.0458253806446,,1
2024-03-07,2148.63,2164.78,2144.29,2159.98,2104.23,,2053.6482115343265,,1
2024-03-08,2159.23,2195.15,2154.08,2178.95,2120.96,,2064.3354833129083,,1
2024-03-11,2179.92,2189.07,2174.88,2182.75,2136.24,,2077.099137982234,,1
2024-03-12,2182.63,2184.79,2150.66,2158.34,2138.39,,2084.926046888862,,1
2024-03-13,2158.4,2179.89,2155.88,2174.41,2140.78,,2092.8126584256843,,1
2024-03-14,2174.28,2177.05,2152.85,2162.19,2141.1,,2099.316693165393,,1
2024-03-15,2162.32,2172.79,2155.26,2155.9,2141.1,,2105.9163380641917,,1
2024-03-18,2152.87,2163.62,2146.15,2160.36,2141.1,,2111.261514974962,,1
2024-03-19,2160.44,2162.92,2147.2,2157.59,2141.1,,2117.027863739768,,1
2024-03-20,2157.81,2188.86,2149.66,2186.39,2141.1,,2123.500473239785,,1
2024-03-21,2186.79,2220.89,2166.46,2181.33,2148.6,,2128.5510748959223,,1
2024-03-22,2181.62,2186.16,2157.16,2165.44,2148.6,,2131.1245407412844,,1
2024-03-25,2167.69,2181.34,2163.62,2171.83,2148.66,,2134.644717202589,,1
2024-03-26,2172.1,2200.18,2167.67,2178.8,2152.56,,2138.0778331884435,,1
2024-03-27,2178.69,2197.63,2173.5,2194.79,2156.01,,2142.059436604075,,1
2024-03-28,2193.21,2231.83,2187.42,2229.87,2165.81,,2146.691319358961,,1
2024-04-01,2241.74,2265.73,2228.61,2251.44,2187.52,,2155.996513387421,,1
2024-04-02,2250.07,2281.15,2246.78,2280.67,2207.75,,2166.345157264606,,1
2024-04-03,2281.47,2301.21,2265.61,2300.0,2227.13,,2177.774422956296,,1
2024-04-04,2299.9,2305.64,2279.88,2290.94,2243.13,,2189.972784515179,,1
2024-04-05,2291.36,2330.5,2267.87,2329.75,2250.4,,2197.9120923844253,,1
2024-04-08,2327.24,2353.95,2303.03,2339.03,2268.14,,2209.3901598973257,,1
2024-04-09,2337.42,2365.35,2337.29,2352.78,2289.84,,2225.5759150126814,,1
2024-04-10,2352.69,2360.11,2319.5,2334.04,2298.3,,2236.8750513421223,,1
2024-04-11,2334.54,2377.75,2325.88,2372.52,2306.15,,2246.1420592733907,,1
2024-04-12,2371.44,2431.52,2333.88,2344.37,2313.56,,2251.941078455061,,1
2024-04-15,2359.27,2387.63,2324.38,2383.34,2313.56,,2256.2070257323567,,1
2024-04-16,2382.75,2398.34,2363.07,2382.89,2323.95,,2266.6501104252725,,1
2024-04-17,2383.15,2395.63,2355.36,2361.02,2328.48,,2275.8529610944015,,1
2024-04-18,2361.54,2392.8,2361.5,2379.04,2332.88,,2285.1061064050855,,1
2024-04-19,2378.57,2417.89,2373.03,2391.93,2341.95,,2294.9794122498324,,1
2024-04-22,2386.94,2388.68,2324.96,2327.3,,2413.74,2296.7854669825624,,1
2024-04-23,2327.54,2334.46,2291.64,2322.02,,2389.68,2296.7854669825624,,1
2024-04-24,2322.19,2337.29,2311.88,2316.17,,2379.45,2297.522085689548,,1
2024-04-25,2316.42,2344.86,2305.2,2332.46,,2372.91,2298.145494239104,,1
2024-04-26,2332.42,2352.58,2326.35,2337.96,,2372.91,2301.0507988803656,,1
2024-04-29,2333.67,2346.83,2320.06,2335.66,,2372.91,2303.080176626584,,1
2024-04-30,2334.9,2336.34,2285.23,2286.25,,2363.99,,2360.5623407220287,-1
2024-05-01,2288.97,2328.38,2281.73,2319.56,,2356.26,,2356.6803891658956,-1
2024-05-02,2320.32,2326.52,2285.56,2303.83,,2351.75,,2353.874961278307,-1
2024-05-03,2305.13,2320.67,2277.35,2301.74,,2339.92,,2349.7050696684787,-1
2024-05-06,2302.28,2332.12,2291.91,2323.97,,2339.92,,2347.9122828088634,-1
2024-05-07,2324.05,2329.94,2310.07,2314.1,,2339.92,,2346.796946896866,-1
2024-05-08,2316.4,2321.48,2303.81,2308.85,,2339.92,,2345.968070504576,-1
2024-05-09,2309.54,2347.29,2306.79,2346.33,2287.86,,2291.8218697244083,,1
2024-05-10,2346.08,2378.46,2345.27,2360.5,2305.42,,2298.1917008448017,,1
2024-05-13,2362.3,2364.55,2332.28,2336.32,2313.43,,2302.3154203068316,,1
2024-05-14,2336.13,2359.69,2334.91,2358.12,2316.58,,2305.186634867027,,1
2024-05-15,2357.92,2390.31,2351.96,2385.99,2327.59,,2310.3975889917124,,1
2024-05-16,2386.04,2397.35,2371.08,2376.86,2339.88,,2316.8118869213827,,1
2024-05-17,2377.27,2422.74,2374.07,2415.22,2351.28,,2323.100049053572,,1
2024-05-20,2423.42,2450.07,2407.43,2425.31,2370.76,,2333.4546352292145,,1
2024-05-21,2426.66,2433.94,2406.55,2421.05,2380.43,,2342.637821317052,,1
2024-05-22,2421.36,2426.61,2375.02,2378.85,,2433.46,2346.7844281915827,,1
2024-05-23,2378.82,2383.79,2327.06,2329.27,,2416.26,,2397.3026572479657,-1
2024-05-24,2328.9,2347.47,2325.46,2333.83,,2396.01,,2390.120015400152,-1
2024-05-27,2336.17,2358.55,2332.35,2350.97,,2387.28,,2386.19294326397,-1
2024-05-28,2352.41,2364.12,2340.32,2361.31,,2384.07,,2384.0592645856577,-1
2024-05-29,2361.48,2361.63,2334.71,2338.12,,2380.0,,2382.091195417277,-1
2024-05-30,2338.3,2351.77,2322.79,2343.07,,2373.58,,2379.225511807125,-1
2024-05-31,2343.85,2359.69,2320.58,2327.33,,2371.53,,2377.576540984819,-1
2024-06-03,2329.07,2354.79,2314.84,2350.75,,2368.37,,2375.2830377601585,-1
2024-06-04,2351.58,2352.87,2315.7,2327.01,,2365.81,,2373.070675339111,-1
2024-06-05,2327.05,2357.43,2325.98,2355.32,,2365.81,,2371.6208343569274,-1
2024-06-06,2355.92,2378.57,2353.61,2376.06,2322.88,,2328.3089723960097,,1
2024-06-07,2376.19,2387.76,2286.86,2293.78,,2385.37,,2378.4216709858097,-1
2024-06-10,2294.04,2313.82,2287.83,2310.88,,2366.88,,2371.579697109242,-1
2024-06-11,2312.33,2319.98,2297.84,2317.01,,2358.59,,2365.903857873068,-1
2024-06-12,2316.9,2341.68,2310.82,2324.98,,2358.59,,2363.2155812985457,-1
2024-06-13,2325.24,2326.62,2295.68,2304.21,,2354.63,,2359.2933820665394,-1
2024-06-14,2304.1,2336.65,2301.61,2333.04,,2354.63,,2357.3489473211653,-1
2024-06-17,2331.0,2331.46,2310.1,2319.14,,2354.63,,2355.12226675497,-1
2024-06-18,2319.81,2333.15,2306.68,2329.46,,2354.62,,2353.3488291696763,-1
2024-06-19,2329.6,2335.04,2323.88,2328.16,,2354.62,,2352.8703156285796,-1
2024-06-20,2330.07,2365.5,2327.81,2360.09,2297.87,,2305.885337113938,,1
2024-06-21,2359.71,2368.74,2316.82,2321.98,2300.06,,2306.0171800158264,,1
2024-06-24,2319.39,2334.71,2317.79,2334.65,2300.06,,2306.0171800158264,,1
2024-06-25,2334.36,2337.16,2315.59,2319.62,2300.06,,2306.0171800158264,,1
2024-06-26,2319.9,2323.95,2293.75,2298.23,,2357.21,,2354.5472620483633,-1
2024-06-27,2298.48,2330.96,2296.59,2327.73,,2354.23,,2351.082088794282,-1
2024-06-28,2328.0,2339.75,2319.14,2326.75,,2347.12,,2349.656762482561,-1
2024-07-01,2326.35,2338.55,2318.61,2331.9,,2347.12,,2349.030541334921,-1
2024-07-02,2332.67,2336.84,2319.28,2329.46,,2347.12,,2348.611270449788,-1
2024-07-03,2330.26,2364.96,2326.98,2356.2,2309.76,,2307.8244653644524,,1
2024-07-04,2356.64,2362.56,2350.69,2356.69,2319.13,,2312.7930009938973,,1
2024-07-05,2357.33,2392.97,2351.8,2392.16,2329.43,,2317.6092653178157,,1
2024-07-08,2387.71,2391.16,2351.17,2359.13,2334.65,,2321.7111453679577,,1
2024-07-09,2359.22,2371.49,2349.56,2364.09,2334.73,,2324.5824051628992,,1
2024-07-10,2364.11,2386.68,2363.23,2371.26,2341.42,,2328.97211755345,,1
2024-07-11,2372.21,2424.58,2371.25,2415.48,2350.86,,2334.867053465785,,1
2024-07-12,2414.9,2418.3,2391.57,2411.43,2362.98,,2342.014479612805,,1
2024-07-15,2410.08,2439.75,2401.43,2422.27,2375.08,,2348.904836250933,,1
2024-07-16,2422.06,2469.66,2420.08,2469.08,2390.24,,2356.37484980009,,1
2024-07-17,2468.58,2483.73,2451.65,2458.79,2409.81,,2367.36310183281,,1
2024-07-18,2458.93,2474.97,2440.46,2445.08,2417.43,,2375.374415258067,,1
2024-07-19,2445.52,2445.73,2393.96,2400.83,,2466.25,2375.499551362919,,1
2024-07-22,2402.48,2412.19,2383.99,2396.59,,2450.26,2375.499551362919,,1
2024-07-23,2397.06,2412.05,2388.35,2409.64,,2440.88,2375.9385826331572,,1
2024-07-24,2409.64,2432.02,2396.84,2397.7,,2440.88,2378.6431287657797,,1
2024-07-25,2397.7,2401.27,2353.24,2364.56,,2427.05,,2425.938599576953,-1
2024-07-26,2364.56,2390.82,2355.91,2387.19,,2416.73,,2422.217803382265,-1
2024-07-29,2388.3,2403.27,2369.78,2384.19,,2415.68,,2419.929240868942,-1
2024-07-30,2384.19,2412.86,2376.56,2410.78,,2415.68,,2418.1541681219687,-1
2024-07-31,2410.78,2450.97,2403.96,2447.6,2377.69,,2375.8617228741614,,1
2024-08-01,2447.6,2462.34,2430.32,2446.26,2395.26,,2383.3782970581033,,1
2024-08-02,2446.66,2477.68,2410.91,2443.24,2399.89,,2385.3756146274027,,1
2024-08-05,2444.02,2458.8,2364.43,2410.79,2399.89,,2385.3756146274027,,1
2024-08-06,2410.79,2418.39,2381.81,2390.82,,2454.22,2385.3756146274027,,1
2024-08-07,2391.35,2407.04,2379.09,2382.92,,2444.91,,2442.8577602636365,-1
2024-08-08,2382.5,2427.69,2381.15,2427.53,,2444.56,,2442.8577602636365,-1
2024-08-09,2427.6,2437.07,2416.98,2431.32,,2444.56,,2442.8577602636365,-1
2024-08-12,2428.56,2473.19,2423.9,2472.9,2388.81,,2380.235925689555,,1
2024-08-13,2472.9,2476.96,2458.56,2465.16,2405.94,,2389.757310317023,,1
2024-08-14,2465.16,2479.14,2438.16,2447.85,2411.85,,2395.0073748170967,,1
2024-08-15,2447.85,2470.06,2432.29,2456.79,2412.57,,2398.9256656762627,,1
2024-08-16,2456.79,2509.75,2450.84,2508.01,2422.87,,2405.130015035901,,1
2024-08-19,2509.39,2509.94,2485.77,2504.28,2437.77,,2415.36211663174,,1
2024-08-20,2504.28,2531.75,2497.4,2513.99,2453.26,,2425.3691589023433,,1
2024-08-21,2513.99,2520.0,2494.39,2512.56,2459.9,,2433.4876900866043,,1
2024-08-22,2511.61,2514.74,2470.92,2484.75,2459.9,,2436.840786665388,,1
2024-08-23,2484.75,2518.38,2484.26,2512.59,2461.11,,2443.223900058,,1
2024-08-26,2512.35,2526.89,2508.83,2518.03,2476.8,,2451.31420544726,,1
2024-08-27,2518.25,2525.95,2503.63,2524.64,2480.78,,2456.5356798992357,,1
2024-08-28,2524.65,2529.09,2493.75,2504.61,2481.5,,2460.6246461317664,,1
2024-08-29,2504.87,2528.71,2503.52,2521.4,2484.69,,2464.451517873319,,1
2024-08-30,2520.86,2526.9,2494.26,2503.39,2484.69,,2467.27609360484,,1
2024-09-02,2502.83,2507.34,2490.13,2499.51,2484.69,,2467.982165299029,,1
2024-09-03,2499.58,2506.32,2473.51,2492.91,2484.69,,2467.982165299029,,1
2024-09-04,2492.67,2500.28,2471.95,2495.72,2484.69,,2467.982165299029,,1
2024-09-05,2495.72,2523.46,2493.91,2516.76,2484.69,,2469.130168044914,,1
2024-09-06,2516.91,2529.24,2485.21,2497.41,2484.69,,2470.919939346966,,1
2024-09-09,2497.2,2507.24,2485.66,2506.38,2484.69,,2472.5613052008493,,1
2024-09-10,2506.43,2518.48,2500.21,2516.73,2484.69,,2475.3183545338484,,1
2024-09-11,2516.64,2528.99,2501.08,2511.76,2485.62,,2478.69878068424,,1
2024-09-12,2511.76,2560.13,2511.11,2557.9,2494.51,,2483.9762021548154,,1
2024-09-13,2557.9,2586.1,2556.79,2577.7,2515.62,,2493.916456864319,,1
2024-09-16,2579.13,2589.7,2575.45,2582.45,2533.35,,2504.257248341198,,1
2024-09-17,2582.26,2586.98,2560.89,2569.5,2540.39,,2511.5125701491284,,1
2024-09-18,2569.58,2600.16,2546.98,2558.91,2540.92,,2515.845768480656,,1
2024-09-19,2558.91,2594.9,2551.41,2586.74,2541.92,,2519.643088825726,,1
2024-09-20,2586.63,2625.77,2584.88,2621.88,2555.34,,2526.7798201363075,,1
2024-09-23,2620.3,2634.9,2613.96,2628.72,2572.63,,2537.5276205511136,,1
2024-09-24,2628.72,2664.39,2622.71,2657.1,2589.12,,2547.751641756849,,1
2024-09-25,2657.15,2670.57,2649.88,2656.89,2606.7,,2560.629749426366,,1
2024-09-26,2657.28,2685.58,2654.88,2672.38,2621.05,,2572.441286429088,,1
2024-09-27,2672.67,2674.31,2643.2,2658.24,2625.49,,2581.1321362922013,,1
2024-09-30,2658.67,2666.05,2624.81,2634.58,2625.49,,2586.4686043135457,,1
2024-10-01,2633.8,2673.18,2632.52,2663.23,2625.49,,2592.1876776979248,,1
2024-10-02,2663.44,2663.48,2641.21,2658.69,2625.49,,2598.052025883054,,1
2024-10-03,2658.39,2663.0,2638.47,2655.89,2625.49,,2602.775845749325,,1
2024-10-04,2656.1,2670.18,2632.09,2653.6,2625.49,,2606.808506307371,,1
2024-10-07,2650.23,2659.66,2637.86,2642.59,2625.49,,2611.555415917712,,1
2024-10-08,2642.59,2653.05,2604.88,2621.83,,2668.69,2611.555415917712,,1
2024-10-09,2621.83,2624.36,2605.29,2607.77,,2656.42,,2646.8338163650005,-1
2024-10-10,2607.77,2631.56,2605.25,2629.74,,2650.7,,2645.1062729218934,-1
2024-10-11,2629.74,2661.46,2628.2,2656.59,2608.9,,2610.376750923928,,1
2024-10-14,2655.18,2666.89,2643.25,2648.54,2618.18,,2614.261504998082,,1
2024-10-15,2648.54,2668.97,2638.21,2662.58,2623.2,,2616.7367417674886,,1
2024-10-16,2663.01,2685.35,2658.79,2673.83,2633.9,,2621.5005245409684,,1
2024-10-17,2673.64,2696.78,2673.3,2692.71,2645.39,,2627.3163230183054,,1
2024-10-18,2692.75,2722.57,2692.3,2721.46,2661.03,,2635.2659552297328,,1
2024-10-21,2720.29,2740.59,2714.31,2719.85,2679.17,,2645.5926222893368,,1
2024-10-22,2719.85,2749.03,2719.08,2749.01,2692.84,,2654.889351397776,,1
2024-10-23,2748.6,2758.49,2708.83,2715.55,2697.63,,2661.4964308131807,,1
2024-10-24,2715.55,2743.3,2715.43,2736.17,2700.88,,2668.402097305488,,1
2024-10-25,2736.17,2747.85,2717.11,2747.56,2704.14,,2674.359107468998,,1
2024-10-28,2733.22,2746.0,2724.77,2742.46,2707.69,,2681.316699292313,,1
2024-10-29,2742.46,2774.87,2739.92,2774.74,2719.35,,2688.864564459877,,1
2024-10-30,2774.74,2790.02,2770.97,2787.61,2735.69,,2699.364866761989,,1
2024-10-31,2786.58,2790.1,2731.65,2743.97,2735.69,,2702.4736393566627,,1
2024-11-01,2743.97,2762.26,2733.25,2736.53,2735.69,,2705.631374451419,,1
2024-11-04,2736.26,2748.23,2730.68,2736.78,2735.69,,2708.408309250741,,1
2024-11-05,2736.78,2750.01,2724.79,2743.99,2735.69,,2710.042221788433,,1
2024-11-06,2743.99,2749.77,2652.49,2659.06,,2765.8,,2752.587140058159,-1
2024-11-07,2658.63,2710.33,2643.47,2706.71,,2748.93,,2752.0443864019308,-1
2024-11-08,2706.71,2710.44,2680.4,2684.77,,2743.56,,2749.6329138304104,-1
2024-11-11,2685.13,2686.21,2610.7,2618.82,,2726.03,,2745.83179045482,-1
2024-11-12,2619.32,2627.19,2589.77,2598.39,,2696.45,,2733.984197575402,-1
2024-11-13,2598.39,2618.92,2572.58,2572.98,,2674.09,,2722.27316508115,-1
2024-11-14,2576.17,2581.42,2536.92,2564.85,,2645.72,,2706.748682828775,-1
2024-11-15,2564.85,2576.1,2554.58,2563.25,,2630.28,,2691.3532833861955,-1
2024-11-18,2564.92,2615.13,2564.41,2611.83,,2630.28,,2683.2198647470354,-1
2024-11-19,2611.83,2639.5,2610.47,2632.08,2559.96,,,2678.0338402799857,-1
2024-11-20,2632.08,2655.45,2618.92,2650.6,2574.85,,,2676.3213313676497,-1
2024-11-21,2650.6,2673.56,2649.01,2669.72,2593.58,,,2676.3213313676497,-1
2024-11-22,2669.72,2716.4,2668.2,2716.19,2616.33,,2617.8301230629154,,1
2024-11-25,2714.4,2721.41,2615.68,2625.01,2616.33,,2619.277481997633,,1
